Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
731,BOA02277, 000,PROFESSOR COLLEGE (CANAL CAMPUS,NEAR SABZI MANDI PULL CHOTI NEHAR LOHAR COLONY SHUJABAD,MULTAN,01-JAN-15,B
732,BBA00157,BO064,PTV CENTRE multan,OLD SHUJABAD ROAD MULTAN ,MULTAN,01-JUL-08,B
733,BBA00157,BO008,PTV REBROADCAST CENTRE,SHUJAABAD MULTAN ,MULTAN,01-DEC-80,B
734,BOA03550, 000,PUNJAB COLLEGE JALALPUR PIRWALA,"MAIN MULTAN ROAD, JALALPUR PIRWALA MULTAN",MULTAN,01-JAN-22,B
735,BOA02268, 000,PUNJAB COLLEGE SHUJABAD,NEAR BY PASSW CHOWK JALALPUR ROAD SHUJABAD,MULTAN,01-JAN-15,B
736,BOA02875, 000,PUNJAB DAAL FACTORY,"NEAR CHAH JAMMU WALA (03336148086), VEHARRI ROAD MULTAN",MULTAN,01-JUL-17,B
737,BOB00087, 000,PUNJAB PUBLIC GIRLS HIGH SCHOOL,PIR MUBEEN TOWN LAL BAGH SHUJABAD,SHUJA ABAD,01-JUL-14,B
738,BOA02879, 000,PURE PETROLEUM L UBRICANT,NEAR RANA BABER PETROL PUMP SIKANDERABAD ROAD SHUJABAD (03008686490),SHUJA ABAD,01-JUN-18,B
739,BOA02280, 000,QADIR GHEE CORPORATION (HEAD OFFICE),NEAR ISLAMI KANDA NR. B.C.G. CHOWK VR.RD. MULTAN,MULTAN,01-JUL-10,B
740,BOA00360,BO002,QADIR oil inds pvt ltd,NEAR ISLAMI KANDA VEHARI ROAD NEAR BCG CHOWK,MULTAN,01-JAN-13,B
741,BOB00073, 000,QUAID E MILLAT PUBLIC SCHOOL,AMEERABAD COLONY JALALPUR PIRWALA,MULTAN,01-JUL-08,B
742,BOA02422, 000,RACO SCHOOL SYSTEM & ACCADEMY,MUKHTAR TOWN OLD SHUJABAD ROAD,MULTAN,01-JUL-15,B
743,BOA00779, 000,RAJAB SONS ENGG WORKS,OLD SHUJABAD ROAD ,MULTAN,01-JAN-03,B
744,BOA02880, 000,RANA BABER PETROL PUMP,SIKANDERABAD ROAD (03008686490) SHUJABAD,SHUJA ABAD,01-JUL-17,B
745,BOA03513, 000,RANA BROTHERS BRICKS CO,"OLD MULTAN ROAD, SIKANDRABAD SHUJABAD, MULTAN",MULTAN,01-JUL-21,B
746,BOA03915, 000,RANA SAJJAD GENERAL ORDER SUPPLIERS(M/S JV DPEBSL),AL HAMAD MOBILE AND CORPORATION NEAR SILK PLAZA ,LODHRAN,01-JAN-25,B
747,BOB00076, 000,RAZA PUBLIC HIGH SCHOOL GIRLS BRANCH,LAL BAGH SHUJABAD CITY,SHUJABAD,01-JUL-08,B
748,AAF03890,BO005,REGIONAL BLOOD CENTER MULTAN,NEAR MIKD MUZAFARGARH ROAD,MULTAN,12-NOV-20,B
749,BOA02596, 000,REHMATULLAH RICE MILLS,"GAMU CHOWK,BAKAR MANDI ROAD, MULTAN",MULTAN,01-OCT-16,B
750,BOA02292, 000,ROSE RISE RICE FACTORY,"SAEED SHAREEF & BROTHERS, SHOP NO 113 GHALA MANDI ",MULTAN,01-JAN-13,B
751,BOA03693, 000,ROZNAMA AGHAZ SAFAR,PURANI GALA MANDI,MULTAN,01-JUL-22,B
752,BOA01880, 000,RUSTAM FLOUR MILLS,CHOWK SHAH ABBAS VEHARI ROAD,MULTAN,01-JUL-12,B
753,BOA01527, 000,S.EN.JS SCHOOL,VEHARI ROAD NR CHOWK SH ABBAS ,MULTAN,02-MAR-11,B
754,BOA00973,BO001,S.M FOOD MAKERS LIMITED UNIT 5,1 KM NEW CENTRAL JAIL ROAD MULTAN,MULTAN,01-JUL-20,B
755,BOA00973, 000,S.M FOOD MAKERS LIMITED UNIT NO II MULTAN,CHAH DEVI WALA BEHIND NOOR OIL MILL NEW CENTRAL JAIL RD. ,MULTAN,26-FEB-06,B
756,BOA00709, 000,S.M.FOOD MAKERS LIMITED MULTAN,NEW CENTRAL JAIL ROAD ,MULTAN,15-JUL-01,B
757,BOA02393, 000,SAEED RICE MILLS,NEAR HAMEEDA OIL MILLS BWP ROAD SHER SHAH BY PASS ,MULTAN,01-JUL-14,B
758,BOB00108, 000,SAIF SHAHID MODEL SCHOOL,BASTI MALOOK ROAD NEAR RAILWAY PHATAK SHUJABAD,MULTAN,01-JAN-14,B
759,BOA00453, 000,SAIFAL FLOUR AND GENERAL MILLS,BY PASS ROAD HAMID PUR ... ,MULTAN,01-AUG-92,B
760,BOA01734, 000,SAIFAL OIL MILLS,SHER SHAH ROAD ,MULTAN,01-FEB-12,B
761,BOA03799, 000,SALMAAN NAEEM HOSPITAL,"SURAJ KUND ROAD, MULTAN",MULTAN,01-SEP-22,B
762,BOA01862, 000,SAMA RESTAURANT,NEAR JALALPUR COTTON FACTORY SHUJABAD ROAD JALALPUR PIRWALA,JALALPUR,01-MAR-11,B
763,BOB00058, 000,SATTAR COTTON FACTORY (MUDASSAR IQBAL COTTON),BOMB MORE SHUJABAD ROAD JALALPURPIRWALA ,MULTAN,01-OCT-05,B
764,BOB00105, 000,SCIENCE SPECTRUM BOYS & GIRLS SCHOOL,MANZOOR ABAD,SHUJA ABAD,01-SEP-15,B
765,BOB00115, 000,SCIENCE SPECTRUM COLLEGE FOR BOYS,NEW HOUSING COLONY SHUJABAD,ABBASPUR,01-NOV-11,B
766,BOB00116, 000,SCIENCE SPECTRUM COLLEGE FOR GIRLS,NEW HOUSING COLONY SHUJABAD,MULTAN,01-DEC-12,B
767,BOB00112, 000,SCIENCE SPECTRUM HIGH SCHOOL,NEW HOUSING COLONY SHUJABAD,MULTAN,01-NOV-11,B
768,BOA02877, 000,SHAAN FOOD PRODUCTS,"HEAD OFFICE NEAR AD OIL GHALA MANDI (03008639742), VEHARI ROAD MULTAN    ",MULTAN,01-JAN-17,B
769,BOA01461,BO001,SHABBIR CHICKS (PVT) LTD UNIT 2,MUZA SHAH PUR LAR ROAD,SHUJA ABAD,01-JAN-13,B
770,BOA01461, 000,SHABBIR CHICKS private limited,C/O SHUJABAD GROUP OF INDS H/O SURAJ KUND ROAD ,MULTAN,01-JAN-09,B
771,BOB00026, 000,SHABBIR COTTON INDUSTRIES,SHUJABAD ROAD JALAL PUR PEER WALA MULTAN ,MULTAN,01-OCT-90,B
772,BOA00920, 000,SHABBIR FEED MILLS (Pvt.) ltd.,MOUZA WANN CHATTA MUZAFAR GHAR BY PASS ROAD ,MULTAN,10-FEB-04,B
773,BOB00093, 000,SHABBIR LAYeR farm,OPPOSIT ITTEHAD RICE MILLS JALAL PUR PIRWALA ,MULTAN,01-NOV-14,B
774,BOB00110, 000,SHAHEEN MODEL SCHOOL,NEW HOUSING COLONY SHUJABAD DISTT,MULTAN,01-NOV-11,B
775,BOB00156, 000,SHAHEEN PUBLIC SCHOOL,CHAH QAIMWALA MOIUZA DAIRAPUR TEH. SHUJABAD,SHUJA ABAD,01-JAN-19,B
776,FAA00010,BO007,SHALIMAR TELEVISION NETWORK,atv station Opposite CCRI Old shujabad road multan,MULTAN,25-DEC-94,B
777,BOA02677, 000,SHAREEF FOODS,SUI GAS CHOWK NEAR AL SATTAR CHEMICAL FACTORY SURAJ KUND ROAD MULTAN,MULTAN,01-MAY-17,B
778,BOA02806, 000,SHAYAN FOODS,"CHAH JAMMU WALA, VEHARRI ROAD ",MULTAN,01-JAN-18,B
779,BOA01093, 000,SHELL SHUJABAD FILLING STATION,OLD MULTAN ROAD,SHUJABAD,01-JUL-08,B
780,BOB00004, 000,SHUJABAD BONE MILLS,NEAR RAILWAY STATION SHUJABAD DISTT MULTAN ,MULTAN,01-JAN-77,B
781,BOB00100, 000,SHUJABAD GASOLINE MULTAN ROAD SHUJABAD,MULTAN ROAD CITY SHUJABAD,SHUJA ABAD,01-AUG-14,B
782,BOA01848, 000,SHUJABAD GROUP INDUSTRIES,SURAJ KUND ROAD,MULTAN,01-JUN-12,B
783,BOB00012, 000,SHUJABAD INDUSTRIES PVT LTD,MOZA PUNJANI JALLALPUR PIRAWALA R SHUJABAD ,MULTAN,01-SEP-87,B
784,BOB00132, 000,SHUJABAD LAW COLLEGE,LODHRAN ROAD MAKKAH TOWN SHUJABAD,SHUJA ABAD,01-JUL-16,B
785,BOB00031, 000,SHUJABAD OIL MILLS PVT LTD,MOUZA MIANPUR BELEYWALA SHUJABAD ROAD JALALPUR PIRWALA,MULTAN,01-JAN-95,B
786,BOB00086, 000,SHUJABAD PUBLIC SCHOOL SHUJABAD FOR BGIRLS,168/4 ZIALGHAR ROAD NEAR AGRICULTURAL OFFICE SHUJABAD,SHUJA ABAD,01-JAN-14,B
787,BOB00085, 000,SHUJABAD PUBLIC SCHOOL SHUJABAD FOR BOY ,168/4 OUT SIDE RAILWAY GATE SHUJABAD,SHUJABAD,01-JAN-14,B
788,BOB00009, 000,SILVER SEED (PVT) LTD,C/O RIAZ COTTON FACT SHUJABAD DISTT MULTAN ,MULTAN,20-NOV-87,B
789,BOA03617, 000,SMART HOUSING OFFICE,"NAAG SHAH CHOWK, MULTAN",MULTAN,01-FEB-23,B
790,BOA03895, 000,SOLAR POWER INTEGRATOR,SHOP # 6 JALAL PUR ROAD TEHSIL SHUJABAD,SHUJA ABAD,01-DEC-24,B
791,BOB00113, 000,SPECTRUM HIGH SCHOOL,LODHRAN ROAD SHUJABAD,MULTAN,01-AUG-13,B
792,BOA00106, 000,STAR OIL AND ICE MILLS LTD CTC,N-CENTRAL JAIL ROAD MULTAN ,MULTAN,01-JUL-76,B
793,BOA03311, 000,STEPS AHEAD PVT LTD BAZAR ,MOUZA WEAN CHATHA SHABIR MILLS PVT LTD MUZAFARGARH BY PASS ROAD,MULTAN,01-NOV-21,B
794,BOA02480, 000,STORE 2 DOOR SERVICES,"500 METER TO EAST FROM NAAG SHAH, OPP HUSSAIN PSO PUMP, MUZZFARGARRH MULTAN BY PASS, (300-6000086)",MULTAN,01-MAR-16,B
795,BOA03412, 000,STYLO FRANCHISE MUMTAZABAD,"PLOT # 1/B ANDROON, MUMTAZABAD MULTAN",MUMTAZ ABAD,03-NOV-21,B
796,BOA01874, 000,SUBHAN KARAMAT RICE & DAAL MILLS,NEAR PULL KALRO SHER SHAH ROAD,MULTAN,01-MAR-12,B
797,BOB00148, 000,SUFFA SCHOOL SYSTEM,ZAREEF SHAHEED TEHSIL SHUJABAD DISTRICT MULTAN,SHUJABAD,01-JUL-19,B
798,BOA00845, 000,SULTAN COLD STORAGE,HAMID PUR SHER SHAH BY-PASS ROAD ,MULTAN,27-NOV-02,B
799,BOA03013, 000,SUPER CREATIVE SCHOOL ,"NEAR MULTAN FOOD FACTORY, RANGEELPUR",MULTAN,01-DEC-18,B
800,BOA01113, 000,SUPERIOR SCIENCE GIRL HSS,NEW HOUSING COLONY SHUJABAD,SHUJABAD,30-SEP-08,B
801,BOA02885, 000,SURMAWALA ELECTRONICS,NEAR SHAH SHAMAS COLONY VEHARRI ROAD ,MULTAN,01-JAN-17,B
802,AAC00643,BO005,TAPAL TEA PVT LIMITED,MOUZA ALAMGIR NAAG SHAH SHER SHAH ROAD,MULTAN,01-AUG-11,B
803,BOA01164, 000,TARIQ DAAL FACTORY,BASTI KARIMABAD NEAR NEW TARIQ FLOUR MILLS,MULTAN,01-JUL-08,B
804,BOA01165, 000,TARIQ RICE MILLS,BASTI KARIMABAD NEAR NEW TARIQ FLOUR MILLS,MULTAN,01-JUL-08,B
805,BOA02417, 000,THE AOJ CAREER SCHOOL SYSTEM,OLD SHUJABAD ROA NEAR BUNDHAN MARRIAGE CLUB,MULTAN,01-JUL-15,B
806,BOA02274, 000,THE EDUCATORS,OPP ;DDOR HOUSE LODHRAN ROAD MAKKAH TOWN SHUJABAD,MULTAN,01-JAN-15,B
807,BOA02248, 000,THE EDUCATORS (HADI CAMPUS),OLD SHUJABAD ROAD GULSHAN TOWN MULTAN,MULTAN,01-JUL-14,B
808,BOA02272, 000,THE EDUCATORS 9PROJECT OF BEACON HOUSE JALALPUR CA,LODHRAN ROAD JALALPUR PIRWALA,MULTAN,01-OCT-14,B
809,BOA01808, 000,THE GALAXY PUBLIC SCHOOL,OPP TIMBER MARKET NR SULTAN FLOUR MILLS VEHARI RD ,MULTAN,01-JUL-09,B
810,BOA03574, 000,THE PHYSIO COLLEGE OF REHABILITATION SCIENCE,ASKARI BYPASS NEAR AL REHMAN HOSPITAL OLD SHUJABAD ROAD MULTAN,MULTAN,01-JAN-22,B
811,BOB00095, 000,THE PROFESSOR GRAMMAR SCHOOL,ZAHIRPIR ROAD LODHRAN ROAD JALLALPUR PIRWALA,MULTAN,01-FEB-11,B
812,BOA03800, 000,THE SPIRIT SCHOOL,NEAR KIDNEY CENTER BAHAWALPUR BYPASS MULTAN,MULTAN,01-APR-23,B
813,BOA02014, 000,THE SUPERIOR SCHOOL,NEW SHAH SHAMS COLONY BLOCK-A VEHARI ROAD,MULTAN,01-JUL-10,B
814,BOA03573, 000,THE WISE SCHOOL SYSTEM,"SUI GAS ROAD, GULSHAN E HAIDER MULTAN",MULTAN,01-JAN-22,B
815,BOA00700,BO001,THREE STAR HOSIERY KNITING UNIT,AMINABAD HAMIDPUR KANORA BY PASS ROAD MULTAN,MULTAN,01-MAY-14,B
816,BOA00700, 000,THREE STAR SPINNING MILLS PVT LTD,AMINA ABAD HAMIDPUR BY PASS SHER SHAH ROAD ,MULTAN,05-NOV-01,B
817,BOA02923, 000,TREES VALLEY SCHOOL,"MAIN STREET IBRAHEAM TWON, OLD SHUJABAD ROAD (03017538452)",MULTAN,01-OCT-17,B
818,BOA02967, 000,TSD PRIVATE LIMITED,"MUZAFARGARH BYPASS, BAKAR MANDI ROAD, ",MULTAN,01-APR-18,B
819,BOA03789, 000,USAMA CHARGAH HOUSE,"SHUJABAD ROAD, JALALPUR PIRWALA ",MULTAN,01-JUN-24,B
820,BOB00066, 000,USAMA FOOD CENTER,JALALPUR ROAD SHUJABAD,SHUJA ABAD,01-JAN-11,B
821,BOB00125, 000,USAMA GARDEN,"MULTAN ROAD,SHUJABAD",ABBASPUR,01-OCT-16,B
822,BOA00709,BO001,USMAN TRADE LINKERS,1-KM NEW CENTRAL JAIL ROAD MULTAN,MULTAN,01-JAN-10,B
823,BOA02887, 000,VICTRORIA CHEMICAL,"BASTI ALAMGIR, OLD SHUJABAD ROAD (03008634273) ",MULTAN,01-JAN-17,B
824,BOA00697, 000,WAHID FLOUR MILLS,NEAR BAHAWALPUR CHOWK MUZAFFAR GARH ROAD DERA MOHAMMADI ,MULTAN,01-OCT-01,B
825,BOA01858, 000,WAHID PETROL PUMP,OLD SHUJABAD ROAD,MULTAN,01-MAY-10,B
826,BOB00102, 000,WASEEM INDUSTRIES PVT LTD,ALIPUR MORE BEHIND PASSION COTTON FATORY JALALPUR PIRWALA ROAD JALALPUR,JALALPUR,01-JUL-11,B
827,BOA03944, 000,WEPL MULTAN GATEWAY SS FILLING STATION,"SHERSHA INTERCHANGE M4 , SHUJABAD ROAD MULTAN",MULTAN,01-JAN-25,B
828,BOA01877, 000,YA DATTA IRON WORKS STORE,VEHARI ROAD,MULTAN,01-NOV-12,B
829,BOA03151, 000,YAHAR OFFICE,YAHAR CENTRE OPP PSO PUMP NEAR GHALLA MANDI ,MULTAN,01-AUG-19,B
830,BOB00097, 000,YAMEEN RICE MILLS,NEAR ITTEFAQ RICE MILLS SHUJABAD JALLAPUR BY PASS ROAD,MULTAN,01-JUL-14,B
831,BOB00029, 000,YAZMAN ENTERPRISES,kOTLA MOR  TEH JALALPUR PIRWALA DIST MULTAN,MULTAN,01-NOV-91,B
832,BOB00147, 000,YOUNG SCHOLAR PUBLIC SCHOOL,KOTLI NAJABAT TEH.SHUJABAD DISTRICT MULTAN,SHUJABAD,01-JUL-19,B
833,BOA00575, 000,YOUSAF OIL MILLS,MOUZA SAMU RANA NR KHAWAJA PETROL PUMP SHER SHAH BY-PASS,MULTAN,01-NOV-95,B
834,BOA02719, 000,ZAIQA CORN,RANGEELPUR SURAJ KUND ROAD MULTAN,MULTAN,01-OCT-17,B
835,BOA02643, 000,ZAMIR PUBLIC SCHOOL(AL-MUNEER CAMPUS),NEAR BILAL CHOWK OLD SHUJABAD ROAD MULTAN ,MULTAN,01-MAR-17,B
836,BOA03506, 000,ZAMRI BRICKS CO,"LABER MORH, SHUJABAD ROAD, MULTAN",MULTAN,01-JUL-21,B
837,BOB00025, 000,ali COTTON FACTORY(shabnam),JALALPUR PIRWALA RD SHUJABAD ,MULTAN,01-DEC-89,B
838,BOA01324, 000,fahad daal factory,BASTI KARIMABAD BEHIND NEW TARIQ FLOUR MILLS,MULTAN,01-JAN-09,B
839,BOB00013, 000,rana cotton industries,ADDA MAINPURA BELAWALA SHUJABAD ROAD JALALPUR PIRWALA,JALALPUR,01-OCT-88,B
840,BOA03681, 000,(GARDENING SERVICES),"C/O SNGPL TRANSMISSION, PIRAN GHAIB ROAD, MULTAN.",MULTAN,01-NOV-23,C
841,BOA03682, 000,(SECURITY SERVICES),"C/O SNGPL DISTRIBUTION, PIRAN GHAIB ROAD, MULTAN.",MULTAN,01-DEC-23,C
842,BOA03180, 000,A A PULP & PUREE PVT LTD,"7-KM, SUJAN PUR ROAD, OFF KHANEWAL ROAD",MULTAN,01-AUG-20,C
843,BOA01987, 000,A-ONE MARBLE FACTORY,CHOWK RASHIDBAD,MULTAN,01-OCT-12,C
844,BIB01278,BO002,A-RAHIM FOODS (PVT) LIMITED,"DAWN BREAD OFFICE, NEAR AL NOOR HOTEL, BESIDE HAIER SALES OFFICE, KHANEWAL ROAD",MULTAN,01-AUG-20,C
845,AAC00009,BO001,ABBOT LABORATORIES (PAKISTAN) LTD.,(MULTAN DEPOT) HASSAN ABAD GATE NO.2 KHANEWAL ROAD,MULTAN,15-JUL-90,C
846,BOA03831, 000,ABDULLAH TRADERS PAK (SNGPL),"HOUSE NO. 1021, OPPOSITE BANGLOW NO. B-1, WAHDAT COLONY, SHAH SHAMAS ROAD, MULTAN",MULTAN,01-JUL-24,C
847,AAE01637,BO017,ABUDAWOOD TRADING COMPANY (PVT) LTD,PROPERTY 1789 HASSANABAD GATE NO 2 KHANEWAL ROAD,MULTAN,01-DEC-16,C
848,BIA03371,BO012,ACCESS SECURITY SERVICES PVT LTD,"HOUSE # 0150/G-3, AL MUSTAFA COLONY,",MULTAN,01-MAY-14,C
849,BOA03431, 000,ADEEL HAMZA CONTRACTORS & BUILDERS (SNGPL),"CHOWK NAWAN SHEHR, TEHSIL KABIRWALA",KABIRWALA,20-MAY-22,C
850,BOA02712, 000,ADMIRE COLLEGE OF SCIENCE AND COMMERCE GIRLS,"289 KHANEWAL ROAD,MULTAN",MULTAN,01-SEP-17,C
851,BOA03489, 000,ADMIRE TRANSPORTATION PVT LTD.,"NEAR IBRAHIM PETROLEUM SERVICES, KASURI CHOWK, M.A.JINNAH ROAD,",MULTAN,01-MAR-22,C
852,BOA01216, 000,ADMORE UNITEED CNG STATION ,OPP PFL KWL ROAD ,MULTAN,01-AUG-09,C
853,BLA01213,BO033,AFZAL ELECTRONICS,"NEAR ALLIED BANK RASHEEDABAD CHOWK, MULTAN",MULTAN,01-NOV-17,C
854,BOA03624, 000,AFZAL ELECTRONICS,SAMEJABAD,MULTAN,01-JAN-23,C
855,BLA01213,BO039,AFZAL ELECTRONICS,"OPPOSITE JAMIA ARBIA DAWAT UL HAQ, NEAR SILVER KARKHANA, MASOOM SHAH ROAD, MULTAN",MULTAN,01-MAR-18,C
856,BOA03623, 000,AFZAL ELECTRONICS,RAILWAY ROAD,MULTAN,01-JAN-23,C
857,BOA03625, 000,AFZAL ELECTRONICS,SHAIR SHAH ROAD,MULTAN,01-JAN-23,C
858,BOA03622, 000,AFZAL ELECTRONICS,HAFIZ JAMAL ROAD,MULTAN,01-JAN-23,C
859,BOA03106, 000,AHMAD FABRICS,"16 KM- QADIR PUR RAWAN BY PASS, NEAR GUJAR CHOWK",MULTAN,01-JUL-19,C
860,BOA02094, 000,AHMAD ROOFING,BASTI SHAH HUSSAIN KIROALPUR,MULTAN,01-JAN-14,C
861,BOA03490, 000,AHMED BROTHERS & CO. (SNGPL),"AKBAR ROAD, O/S HARAM GATE,",MULTAN,01-AUG-22,C
862,BOA00978,BO001,AHMED FINE TEXTILE MILLS LIMITED,"25-KM KHANEWAL ROAD, QADIR PUR RAWAN BY PASS, ",MULTAN,01-JAN-07,C
863,BOA00978,BO003,AHMED FINE TEXTILE MILLS LIMITED (UNIT-5),"25-KM QADIRPUR RAWAN BYPASS, KHANEWAL ROAD,",MULTAN,01-JUL-23,C
864,BOA00978,BO002,AHMED FINE TEXTILE MILLS LTD (TERRY DIVISION),"25-KM, KHANEWAL ROAD,",MULTAN,01-AUG-22,C
865,BOA00569,BO002,AHMED FINE WEAVING LTD NO. 2,25 K.M KHANEWAL ROAD RAWAN BY-PASS ,MULTAN,01-APR-03,C
866,BOA02893, 000,AHSAN MEDICINE COMPANY,"OPPOSITE  PEERZADA PHARMACY, CHOWK KUMHARANWALA, MULTAN",MULTAN,01-JUL-17,C
867,BOA03576, 000,AJWA GARDEN RESTAURANT,"ADJACENT TO LAL HAVELI RESTAURANT, KHANEWAL ROAD",MULTAN,01-JAN-22,C
868,BOA03181, 000,AJWA INTERNATIONAL,"OPP. AL-YOUSAF CNG, MAIN KHANEWAL ROAD",MULTAN,01-JAN-20,C
869,BOA03267, 000,AKG PACKAGES,ISMAILABAD NEAR KHAD FACTORY MATI TAL ROAD,MULTAN,01-JAN-21,C
870,BOA01475, 000,AL GHANI PETROLIUM SERVICE,QADIRPUR RAN BY PASS,MULTAN,01-JUL-10,C
871,BOA03748, 000,AL HADI TRADERS,"CHOWK BCG 63 - UMAR FAROOQ COLONY, NEAR FAREED CHEMICAL, MULTAN.",MULTAN,01-MAR-24,C
872,BOA01916, 000,AL HAQ PUBLIC SCHOOL,HASANBAD GATE NO 1 KWL ROAD,MULTAN,01-SEP-12,C
873,BOA03066, 000,AL HARMAIN FILLING STATION (SHELL),"23-KM, LAHORE ROAD, QADIR PUR RAWAN BY PASS",MULTAN,01-MAY-18,C
874,BOA01690, 000,AL HARMAIN FLOUR MILLS,23 KM LAHORE ROAD qADIR PUR RAWAN BY PASS MULTAN,MULTAN,01-JAN-11,C
875,BOA01917, 000,AL KHAIR HOSPITAL & MATERNITY HOSPITAL,NEAR HASANBAD GATE 1 KWL ROAD,MULTAN,01-SEP-12,C
876,BOA03568, 000,AL NAFAY BUSINESS & TRADING CORPORATIONS PVT LTD.,"OFFICE NO. 1230/XX-A, STREET NO.04, MOHALLA SIDDIQIA, PIRAN GHAIB ROAD,",MULTAN,01-JAN-22,C
877,BOA01176, 000,AL NOOR HEALTH CARE & EDUCATION SERVICES (MMDC),NEAR IBN E SINA HOSPITAL MULTAN ,MULTAN,01-JAN-09,C
878,BOA01602, 000,AL QURESH FILLING STATION,OOP SHUJABAD MILL RAWAN BY PASS KWL ROAD MULTAN,MULTAN,01-JUL-10,C
879,BOA01217, 000,AL RAZIQUE CNG STATION ,OPP PFL KWL ROAD ,MULTAN,01-JUL-09,C
880,BOA01714, 000,AL REHMAN BRICKS CO,SAJAN PUR KHENEWAL ROAD ,MULTAN,01-JUL-09,C
881,BOA03510, 000,AL REHMAN BRICKS CO,"MOUZA SUBHAN PUR, KHANEWAL ROAD",MULTAN,05-JUL-21,C
882,BOA02473, 000,AL REHMAN TRADERS C/O COCA COLA DEPOT,OPP SUZUKI PIONER MOTORS RAJA PUR KWL ROAD ,MULTAN,01-JUL-15,C
883,BOA01266, 000,AL SALEH CNG ,PIRAN GHAIB ROAD MULTAN ,MULTAN,01-JUL-09,C
884,BOA02894, 000,AL SHIFA HOSPITAL,"NEAR GULISTAN CHOWK, MASOOM SHAH ROAD, MULTAN",MULTAN,01-JUL-15,C
885,BOA02574, 000,AL WAHEED FILLING STATION (TOTAL PUMP),RIAZABAD STATION LOHTAR ,MULTAN,01-DEC-16,C
886,BOA01218, 000,AL YOUSUF CNG STATION,NEAR MAQBOOL COTTON FACTORY KWL ROAD,MULTAN,01-JUL-09,C
887,BOA00430, 000,ALAM KHAN CONTRACTOR (PVT) LTD,Near PAK ARAB FERTILIZERS KHANEWAL ROAD MULTAN,MULTAN,16-FEB-91,C
888,BOA00976, 000,ALBAN'S ACADEMY HIGH SCHOOL,CHOWK RASHEED ABAD KWL ROAD,MULTAN,01-MAR-06,C
889,BOA00991, 000,ALHAFIZ FLOUR MILLS,QADIR PUR RAWAN KHANEWAL ROAD MULTAN,MULTAN,01-APR-06,C
890,BOA03296, 000,ALI AZHAN ENTERPRISES (MULTAN),"HEAD OFFICE BASTI SHOORKOT, FZALABAD BAHAWALPUR ROAD, MULTAN",MULTAN,01-APR-21,C
891,BOA00525, 000,ALI GENERAL HOSPITAL,MAHMOODABAD COLONY KHANEWAL ROAD ,MULTAN,28-JUL-95,C
892,AAB00825,BO004,ALI GOHAR & CO LTD,"903/D/21, mehmoodabad colony, KHANEWAL ROAD MULTAN ",MULTAN,01-JUL-76,C
893,BOA03839, 000,ALI HUSSAIN ENTERPRISES (SNGPL),BAGH-E-HUSSAIN CHOWK PIRAN GHAIB ROAD MULTAN,MULTAN,01-JUN-24,C
894,BOA03500, 000,ALI HUSSAIN ENTERPRISES (SNGPL),"24 - U BLOCK, ALLAMA IQBAL MARKET, NEW MULTAN",MULTAN,01-SEP-22,C
895,BOA01994, 000,ALI MARBLES,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
896,BOA01219, 000,ALI RAZA CNG STATION,OPP AL REHMAN MOTORS KWL ROAD,MULTAN,01-JUL-09,C
897,BOA01167, 000,ALL PAKISTAN BEDSHEETS AND UPHOLSTRY ASSOCIATION,"E-260 PSIC-ECHS,LANGANA CHOWK NORTHREN BYPASS ROAD,MULTAN",MULTAN,01-JUL-09,C
898,BOA03205, 000,ALLIANCE TEXTILE,"NLC BY PASS, KHANEWAL ROAD",MULTAN,01-JUL-18,C
899,BOA02476, 000,ALLIED SCHOOL BOSAN ROAD CAMPUS,154 - SHAMASABAD COLONY,MULTAN,28-JAN-16,C
900,BOA02154, 000,ALLIED SCHOOL QADIR PUR RAWAN CAMPUS,NEAR JAMIA KHALID BIN WALEED QADAR PUR RAWAN,MULTAN,01-JAN-14,C
901,BOA02519, 000,ALLIED SCHOOL ZAKARIYA CAMPUS,PAKISTAN TOWN NEAR CHOWK RASHEEDABAD KHANEWAL RAOD,MULTAN,01-JUL-16,C
902,BOA02539, 000,ALM PHARMA,"ALM PHARMA, OPPOSITE ABU BAKAR MASJID, BODLA TOWN, NEAR KASURI CHOWK, M.A. JINNAH ROAD,",MULTAN,01-JAN-16,C
903,BOA03060, 000,AMAN WELFARE ORGANIZATION,"ISMAIL ZIA COLONY, NEAR BILAL MOTORS KARPAL NEAR 500KV GRID STATION",MULTAN,01-MAY-19,C
904,AAD02649,BO005,AMCORP ENGINEERING & CONTRUCTION CO.,"MDC ALLIED BANK , OPP. CITY GIRLS COLLEGE, KHANEWAL ROAD",MULTAN,01-APR-20,C
905,BOA01338, 000,ANMOOL PALACE (MARRIAGE HALL ),NEAR SHAH SHAMAS DARBAR BAWA SAFRA ROAD ,MULTAN,01-JUL-09,C
906,BOA03916, 000,APEX HIGH RISE PVT LTD,229-A AHMED BLOCK NEW GARDEN TOWN LAHORE,MULTAN,27-MAR-25,C
907,BOA02397, 000,ARFAA SCIENCE SECONDARY SCHOOL,MUSHTAQ COLONY MASOOM SHAH ROAD ,MULTAN,01-DEC-15,C
908,BOA01716, 000,ARIF RICE MILLS,SHAH HUSSAIN MORE SUJAN POR ROAD KHANEWAL ROAD,MULTAN,01-JUL-11,C
