Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
2572,BOA01846, 000,BILAL OIL & SOLVENT PLANT,DARBAR PEER ISMAIL ADDA BILLI WALA BAHAWALPUR ROAD,MULTAN,01-JAN-11,F
2573,BOA01481, 000,BILAL OIL MILLS,NEAR FATIMA GINNING SECTION BAHAWALPUR ROAD MULTAN,MULTAN,01-JAN-09,F
2574,BOA02579, 000,BILAL PUBLIC SCHOOL,MOUZA RAAM KALI BAHAWALPUR ROAD BY PASS,MULTAN,01-JUL-15,F
2575,BOA02671, 000,BISMILLAH FILLING STATION,SOUTHERN BY PASS MOUZA PIR MEHMOOD HABIBA SIAL,MULTAN,01-MAY-17,F
2576,BOA03445, 000,BISMILLAH FOODS,"NEAR TASTY GARDEN , BWP BY-PASS CHOWK",MULTAN,01-JUL-19,F
2577,BOA02985, 000,BLOOMFIELD HALL SCHOOL SRA BR.,"NEAR KIKAR STOP, SHAH RUKN-E-ALAM, NEW MULTAN",MULTAN,01-AUG-18,F
2578,BOA00674, 000,BLOOMFIELD JUNIORS,463-C BLOCK SHAH RUKN-E-ALAM ,MULTAN,01-OCT-00,F
2579,BOA03876, 000,BLUE EX LIMITED (COURIER SERVICES),SHOP # 38-39 WANIS PLAZA OPP FAISAL MOVERS VEHARI CHOWK ,MULTAN,01-SEP-12,F
2580,BOA03927, 000,BOOTA BROTHERS SUPREME FLOUR & GENERAL MILL,"3-KM, 19 KASSI VEHARI ROAD MULTAN",MULTAN,01-JUL-23,F
2581,BIA01991,BO034,BORJAN (PVT) LTD,"GULSHAN MARKET, NEW MULTAN",MULTAN,01-FEB-18,F
2582,BOA02583, 000,BRIGHT VISION SCHOOL SYSTEM,MOUZA RAAM KALI BCG CHOWK TOWARDS BWP BY PASS ROAD NEAR 1122,MULTAN,01-JUL-16,F
2583,BOA02448, 000,BRIGHTWAY GIRLS HIGH SCHOOL,OPP: WAPDA GRID STATION VEHARI ROAD,MULTAN,01-JAN-14,F
2584,BOA03075, 000,BRIT INTERNATIONAL SCHOOL SYSTEM,STADIUM CHOWK VEHARI ROAD MULTAN,MULTAN,01-OCT-19,F
2585,BOA03890, 000,BRITAIN DAYCARE MULTAN,"H NO 5, ST NO 8, Y BLOCK, NEW MULTAN",MULTAN,01-JAN-25,F
2586,BOA01434, 000,BRITISH INTERNATIONAL SCHOOL,471-C SHAH RUKN E ALAM COLONY,MULTAN,01-OCT-10,F
2587,BOA01433, 000,BRITISH INTERNATIONAL SCHOOL,119-L SHAH RUKN E ALAM ,MULTAN,01-OCT-10,F
2588,BOA02796, 000,BRITISH INTERNATIONAL SCHOOL SYSTEM,"111-L, SHAH RUKN-E-ALAM COLONY",MULTAN,01-FEB-18,F
2589,BOA01597, 000,BROOK FIELD PUBLIC SCHOOL,20-Z BLOCK NEW MULTAN,DUNYAPUR,01-JUL-10,F
2590,BOA00519, 000,BROOKE HOSPITAL,RAM KALI BAHAWALPUR BY PASS ROAD,MULTAN,01-MAY-95,F
2591,BOA02147, 000,BROOKFIELD PUBLIC SCHOOL,MOUZA SETTLE MARI BUDHLA ROAD MULTAN,MULTAN,01-JAN-14,F
2592,BOA03163, 000,BUKHARI FOOD,BAHAWALPU BY PASS ROAD MULTAN,MUMTAZ ABAD,01-JUL-20,F
2593,BOA02061, 000,Bismillah mini goods,C/o mangool ply woods Bahawalpur road near arslan car & carrier ,MULTAN,01-JAN-12,F
2594,BOA02861, 000,C&K LPG PVT LIMITED,"JHOKE LASHKER PUR, 3 KM 19 KASSI, BUDHLA ROAD",MULTAN,24-MAY-18,F
2595,BOA01885, 000,CAFE ATAULLAH,GENERAL BUS STAND ADJACENT MADINA FLYING COACH VEHARI CHOWK,MULTAN,01-AUG-12,F
2596,BOA02213, 000,CAFE ATTA ULLAH,GENERAL BUS STAND VEHARI CHOWK MULTAN,MULTAN,01-JUL-12,F
2597,BOA02978, 000,CAFE ELEVEN,"ADDA LAR, NEAR FIAZ CNG STATION, BAHWALPUR ROAD",MULTAN,01-SEP-18,F
2598,BOA03448, 000,CAFE LAZEEZ,"NOON CHOWK, GULSHAN MARKET",MULTAN,01-JUL-21,F
2599,BOA02242, 000,CAMBRIDGE INTERNATIONAL SCHOOL SYSTEM UMER CAMPUS,136-D SHAH RUKN-E-ALAM COLONY MULTAN,MULTAN,01-JUL-14,F
2600,BOA03761, 000,CANAL VIEW FILLING STATION,NOBAHAR NAHER NEAR DR. AKHTER MALIK PULI ,MULTAN,01-MAR-24,F
2601,BOA02102, 000,CAROLINA FABRICS PVT LTD,12-KM BAHAWALPUR ROAD,MULTAN,01-JAN-14,F
2602,BOA02220, 000,CAUSEWAY SUPERIOR SCHOOL,100-C SHAH RUKNE ALAM COLONY,MULTAN,01-JUL-14,F
2603,BOA01382, 000,CHAND OIL MILLS,12KM BAHAWALPUR ROAD MULTAN,MULTAN,01-SEP-09,F
2604,BOA01636, 000,CHAUDHERY BROTHERS ENGINEERING PVT LTD,INDUSTRIAL ESTATE 4A-II MULTAN,MULTAN,01-JAN-11,F
2605,BOA03858, 000,CHILL BAR,MAIN GULSHAN MARKET NEW MULTAN,MULTAN,01-OCT-24,F
2606,BOA03865,BO007,CHRONOS OUTSOURCING SOLUTIONS,"OFFICE # 16, 2ND FLOOR, ABDUL RASHEED MOBILE CENTER KATCHERY MULTAN",MULTAN,01-JUL-25,F
2607,BOA01079, 000,CITY FUEL CNG STATION ,VEHARI CHOWK BWP ROAD MULTAN ,MULTAN,01-JUL-08,F
2608,BOA01567, 000,CITY SCHOOL OF NURSING,25-Y BLOCK NEW MULTAN,MULTAN,01-JUL-10,F
2609,BOA03143, 000,COUNTRY SCHOOL SYSTEM,GRID STATION STREET SHAHZAD TWON VEHARI ROAD MULTAN,MULTAN,01-JAN-18,F
2610,BOA02226, 000,DAFFODILS PUBLIC HIGH SCHOOL(BOYS),22-Z NEW MULTAN,MULTAN,01-JUL-14,F
2611,BOA03532, 000,DAILY AWAMI DARSSHAN,PLOT NO.2 ST-N BLOCK-S NEW MULTAN,MULTAN,01-JAN-21,F
2612,BOA02245, 000,DAILY TOOFAN MULTAN,165-C SHAH RUKN-E-ALAM COLONY MULTAN (103-FIESTA GARDEN NEAR),MULTAN,31-DEC-14,F
2613,BOA03092, 000,DANAN FOOD,13 K.M. ADDA MUNIRABAD BAHAWALPUR ROAD MULTAN,MULTAN,01-JAN-20,F
2614,BOA01568, 000,DAR E ARQAM INSTITUTE,MAKHDOOM RASHEED MULTAN,MULTAN,01-JUL-10,F
2615,BOA01017,BO001,DASTGIR ENTERPRISES,ADDA NOOR PUR BAHAWALPUR ROAD,MULTAN,01-DEC-09,F
2616,BOA01739, 000,DATA REVARI SWEETS,D-MARKET SHAH RUKN E ALAM COLONY,MULTAN,01-JUL-10,F
2617,BOA03813, 000,DINERS GULSHAN MARKET,"BLOCK 'S', NEW MULTAN, GULSHAN MARKET",MULTAN,01-MAR-23,F
2618,BOA03741, 000,DOUBLE CHEEZE,"SHARUKN-E-ALAM COLONY, NEAR NOON CHOWK",MULTAN,01-MAR-24,F
2619,BOA03213, 000,DRAGON SECURITY SERVICES PVT LTD,"FLAT NO. 03, H. NO.42 - T-, SUPER PLAZA NEAR MATTRO STATION, CHOWK KUMHARANWALA,",MULTAN,01-NOV-20,F
2620,BOA03569, 000,DVAGO PHARMACY,"GULSHAN MARKET,MULTAN",MULTAN,01-JAN-22,F
2621,BOA01882, 000,Duaa batool enterprises,Near DARBAR PEER ISMAIL BAHAWAL PUR ROAD,MULTAN,01-MAY-12,F
2622,BOA02915, 000,EDIFY HIGH SCHOOL,"S BLOCK, NEAR NOON CHOWK, NEW MULTAN",MULTAN,01-JUL-16,F
2623,BOA01281, 000,EDIFY HIGH SCHOOL ,605 -K SHAH RUKEN ALAM COLONY MULTAN ,MULTAN,01-JUL-08,F
2624,BOA02599, 000,EDUCATOR FAIZAN 7 AHMED CAMPUR,BAHAWALPUR ROAD LAR,MULTAN,01-JAN-14,F
2625,BIA02683,BO057,EHSAN CHAPPAL STORE (GULSHAN MARKET),"PLOT # 8, 100 FIT ROAD BLOCK-T NEW MULTAN SCHEME ",MULTAN,01-JAN-20,F
2626,BOA01740, 000,EJAZ SECURITY SERVICES,453/A SHAH RUKN E ALAM COLONY,MULTAN,01-JUL-10,F
2627,BOA02206, 000,ELIXIR HIGH SCHOOL ,326-D SHAH RUKNE ALAM COLONY MULTAN,MULTAN,01-JUL-12,F
2628,BOA02229, 000,ELIXIR HIGH SCHOOL (BOYS),NEAR 115 D SHAH RUKNE ALAM,MULTAN,01-JUL-14,F
2629,BOA03064, 000,ELYSIUM HALL SCHOOL,HASHMI CHOWK MAKHDOOM RASHEED MULTAN,MULTAN,01-OCT-19,F
2630,BOA03891, 000,EURO OIL PVT LTD (EURO-16),NORTHREN BYPASS  MULTAN,MULTAN,01-SEP-24,F
2631,BOA03039, 000,EUROTEX,"HOUSE NO. 19/5-13-17, SHAHZAD TOWN, VEHARI CHOWK",MULTAN,01-FEB-19,F
2632,BOA02577, 000,FACTORY SHOP,GULSHAN MARKET,MULTAN,01-JUL-15,F
2633,BOA03929, 000,FAHEEM KHAN AND CO,C/O CHILDREN HOSPITAL CHOWK FUWARA MULTAN,MULTAN,01-JUL-25,F
2634,BOA02863, 000,FAISAL CHICKS (PVT.) LTD --- FARM 1,"HASEENA CHOWK, CHAK NO. 13 MR, TEHSIL AND DISTRICT MULTAN",MULTAN,01-NOV-16,F
2635,BOA02865, 000,FAISAL CHICKS (PVT.) LTD --- FARM 3,"BASTI SAHU, MOUZA FAREEDPUR, OLD DUNIYAPUR ROAD, MULTAN",MULTAN,01-NOV-16,F
2636,BOA02864, 000,FAISAL CHICKS (PVT.) LTD ---FARM 2,"MOUZA BAKAL, BASTI AZEEM 6 KM, DUNIYAPUR ROAD, MULTAN",MULTAN,01-SEP-16,F
2637,BOA02862, 000,"FAISAL CHICKS (PVT.) LTD,--- HATCHERY","MOUZA FAREEDPUR, 16-KM OLD DUNIYAPUR ROAD, MULTAN",MULTAN,01-JUL-15,F
2638,BOA02867, 000,FAISAL FEEDS (PVT) LTD --- FARM2,"MOUZA LOHARWALA, TEHSIL MULTAN SADAR, DISTRICT MULTAN",MULTAN,01-NOV-17,F
2639,BOA02866, 000,FAISAL FEEDS (PVT) LTD. --- FARM1,"CHAK NO. 384/WB, TEHSIL DUNIYAPUR, DISTRICT LODHRAN",DUNYAPUR,01-DEC-15,F
2640,BOA02028, 000,FAISAL FEEDS PVT LTD,BAKAL BHER 6-KM DUNIYA PUR ROAD,MULTAN,01-DEC-12,F
2641,BOA03848, 000,FAISAL FEEDS PVT LTD,BAKAL BHER 06-KM DUNYAPUR ROAD ,MULTAN,01-JUL-24,F
2642,BOA03849, 000,FAISAL FEEDS PVT LTD (SOLVENT PLANT),BAKAL BHER 6 KM DUNYAPUR ROAD MULTAN ,MULTAN,01-JUL-24,F
2643,BOA01437, 000,FAISAL MOVERS ,TERMINAL VEHARI CHOWK MULTAN,MULTAN,01-APR-10,F
2644,BOA01437,BO002,FAISAL MOVERS URBAN,VEHARI CHOWK,MULTAN,01-JAN-14,F
2645,BOA03164, 000,FAIZ OIL MILL PVT LTD,MOUZA BHAKAL BHIR DUNYAPUR ROAD MULTAN,MULTAN,01-JUL-20,F
2646,BOA00657, 000,FAIZAN FLOUR MILLS,STADIUM MORE VEHARI ROAD  ,MULTAN,07-OCT-99,F
2647,BOA02918, 000,FALCONHOUSE GRAMMAR SCHOOL,"88-L BLOCK, MAIN BULEVAD ROAD,SHAH RUKN-E-ALAM",MULTAN,01-JUL-15,F
2648,BOA02700, 000,FAMILY FOOD,"ADDA MUNIRABAD,BAHAWALPUR ROAD,MULTAN",MULTAN,01-JUN-17,F
2649,BOA03494, 000,FAMILY FOOD UNIT 2,"ADDA MUNIRABAD, BAHAWALPUR ROAD",MULTAN,01-JUL-22,F
2650,BOA01600, 000,FARAN PETROLIUM SERVICE,ADDA 6-TARPAI VR. ROAD MULTAN,MULTAN,01-JUL-10,F
2651,BOA02955, 000,FARAN TRADERS,"NEAR JINNAH PARK, BLOCK F, SHAH RUKN-E-ALAM",MULTAN,01-JUN-12,F
2652,BOA02595, 000,FARID OIL MILL,"HUSSAINA CHOWK, OLD DUNYAPUR ROAD",MULTAN,01-JAN-14,F
2653,BIA03238,BO004,FAST CABLES LIMITED 4,"226-A, SHAH RUKN-E-ALAM COLONY, MULTAN",MULTAN,01-NOV-17,F
2654,BOA01853, 000,FATIMA CHICKS ,DUNIA PUR ROAD,MULTAN,01-JAN-11,F
2655,BOA03964, 000,FATIMA ENTERPRISES,NEAR YAQOOB SOAP FACTORY OPP. RESCUE 1122 BAHAWAL PUR ROAD MULTAN CANTT,MULTAN,01-OCT-25,F
2656,BOA00180,BO009,FATIMA ENTERPRISES LTDWEAVING UNIT NO. 2,PEER ISMAIL BAHAWALPUR ROAD ,MULTAN,01-OCT-06,F
2657,AAE00021,BO002,FATIMID FOUNDATION,26-J T CHOWK SHAH RUKNE ALAM MULTAN,MULTAN,01-JAN-10,F
2658,BOA03263, 000,FAWZ FOODS SMC PVT LTD,ADDA GOPALPUR BAHAWALPUR ROAD MULTAN,MULTAN,01-APR-21,F
2659,BOA01114, 000,FAYYAZ CNG STATION,ADDA LAR BAHAWALPUR ROAD,MULTAN,01-MAR-09,F
2660,BOA03707, 000,FINE FOOD PRODUCTS,"NEAR WAPDA GRID, VEHARI ROAD",MULTAN,01-JAN-22,F
2661,BOA03093, 000,FOOD FESTIVAL GULSHAN MARKET,NEAR MADNI PARK GULSHAN MARKET MULTAN,MULTAN,01-JAN-20,F
2662,BOA00780, 000,FOOT CARE PLASTIC,STADIUM ROAD VEHARI ROAD ,MULTAN,01-FEB-03,F
2663,BOA03192, 000,FORKS N KNIVES,GULSHAN MARKET,MULTAN,01-JUL-19,F
2664,BIB01797,BO001,FOUR BROS. SEED CORP. (ALI AKBAR SEEDS),33KM VEHARI ROAD MULTAN,MULTAN,01-JUL-09,F
2665,BIA05277,BO002,FOUR BROTHERS BIOLOGICAL AG,"33-KM VEHARI ROAD, 9 KASSI, NEAR INSAF OIL MILL",MULTAN,01-JUL-18,F
2666,BIA03450,BO008,FOUR BROTHERS SEED CORPORATION,CHAK # 2/MR VEHARI ROAD MULTAN,MULTAN,01-OCT-12,F
2667,BOA03706, 000,FRESHCO BAKERY,"AA MART, 357-D, SHAH RUKN-E-ALAM MARKET",MULTAN,01-FEB-21,F
2668,BOA03901, 000,FRESHCO SWEETS & BAKERS (SRA),T CHOWK SHAH RUKAN-E-ALAM COLONY MULTAN,MULTAN,17-JAN-25,F
2669,BOA03165, 000,FRIENDS PLASTIC FACTORY,17 KASSI VEHARI ROAD NEAR CRICKET STADIUM MULTAN,MULTAN,01-MAY-20,F
2670,BOA03292, 000,FRIENDS PROTIEN,08 MR OLD DUNYA PUR ROAD,MULTAN,01-AUG-21,F
2671,BOA02735, 000,GB SECURITY SERVICES (PVT) LTD.,"AL HUDA RESTAURANT, SHAREEF PLAZA, AC BUS TERMINAL, UNDERPASS",MULTAN,01-OCT-17,F
2672,BOA01312, 000,GHOSIA AGRO PRODUCTS,ADDA BILLI WALA BAHAWALPUR ROAD,MULTAN,01-JAN-10,F
2673,BOA03179, 000,GIBS FOODS PRODUCTS LIMITED,3 KM BAHAWALPUR ROAD,MULTAN,01-JUL-20,F
2674,BOA02542, 000,GIBS FOODS PRODUCTS LIMITED UNIT NO II,NOUZA GOPAL PUR BAHAWAL PUR ROAD,MULTAN,01-AUG-16,F
2675,BOA03051, 000,GLACIERS (PVT) LTD,"BAHWALPUR ROAD, GOPAL PURRAH",MULTAN,01-NOV-18,F
2676,BOA03128, 000,GLOBAL FEEDS,"CHAK NO 133/10-R, OLD DUNYAPUR ROAD MULTAN",MULTAN,01-JUL-19,F
2677,BOA03907, 000,GM CONSTRUCTION,4-A WAPDA TOWN MULTAN,MULTAN,01-MAR-25,F
2678,BOA03764, 000,GM TRADERS,"H NO. 226, ST NO. 3, DERA MUHAMMADI YAQOOB TOWN",MULTAN,01-MAR-24,F
2679,BOA00366, 000,GOLDEN COTTON GINING FACTORY,OLD DUNYAPUR ROAD ,MULTAN,01-NOV-89,F
2680,BOA02069, 000,GOLDEN OIL MILLS,VEHARI ROAD 18-KASSI,MULTAN,01-JUL-13,F
2681,BOA02398, 000,GOURMET BAKERS AND SWEETS,GULSHAN MARKET NEW MULTAN,MULTAN,01-AUG-15,F
2682,BOA03775, 000,GUL MUHAMMAD CONTRACTOR,"257 BLOCK D SHAH RUKN-E-ALAM,",MULTAN,01-JAN-24,F
2683,BOA02184, 000,H.K ENTERPRISES,257-D SHAH RUKNE ALAM MULTAN,MULTAN,01-SEP-14,F
2684,BOA00393, 000,HAFEEZ GHEE AND GENERAL MILLS PVT LTD,BAHAWALPUR ROAD MULTAN ,MULTAN,14-JAN-90,F
2685,BOA00994,BO001,HAMZA FLEXIBLE PRINTING AND PACKAGES (PVT) LIMITED,15-KM BAHAWALPUR BY PASS CHOWK OPP LAEEQ RAFIQ HOSPITAL LAAR,MULTAN,01-JUL-13,F
2686,BOA03390, 000,HAMZA PACKAGES INDUSTRIES PRIVATE LIMITED,"12-KM NEAR GARDEZI MORR, BAHAWALPUR ROAD",MULTAN,01-MAR-22,F
2687,BOA03132, 000,HAQ PVC PIPE FACTORY,BUDHLA ROAD SETAL MARI MULTAN,MULTAN,01-JAN-20,F
2688,BOA02458, 000,HAQ RICE MILLS,MOUZA BHAINI 17 KASSI BODHLA ROAD,MULTAN,01-JAN-14,F
2689,BOA02258, 000,HARF E LAZIM,9-J SHAH RUKNE ALAM COLONY ,MULTAN,01-JAN-15,F
2690,BOA03616, 000,HASSAN PETROLEUM,19 KASSI VEHARI KROAD MULTAN,MULTAN,01-OCT-22,F
2691,BOA03193, 000,HEELS SHOES MULTAN 027,GULSHAN MARKET,MULTAN,01-APR-20,F
2692,BOA02446, 000,HILAL FOODS,12-KM BAHAWALPUR ROAD MULTAN,MULTAN,01-JAN-16,F
2693,BOA02087, 000,HISHAM OIL MILLS,NEAR PEER ISMAIL BAHAWALPUR ROAD,MULTAN,01-AUG-13,F
2694,BOA02785,BO002,HN SCIENCE SCHOOL ,"SATEL MARI BRANCH, NEAR THANA SETAL MARI",MULTAN,01-JUL-17,F
2695,BOA00969, 000,HOMETEX CORPORATION,17-Kassi Vehari road multan,MULTAN,01-SEP-05,F
2696,BOA01018, 000,HOOR OIL INDUSTRIES (PVT) LTD,17-KASSI VEHARI ROAD ,MULTAN,01-DEC-07,F
2697,BOA03111, 000,HUSNAIN CENTRIZED GHATTA FACTORY,PULL CHATHA VEHARI ROAD MULTAN,MULTAN,01-JAN-20,F
2698,BOA00313, 000,HUSSAIN COTTON INDUSTRIES,PULL CHATTA VEHARI ROAD -------------------- --------------------,MULTAN,01-DEC-86,F
2699,BOA00796, 000,HUSSAIN HOME TEXTILE,plot no.171 17 KASSI VEHARI ROAD ,MULTAN,20-MAY-03,F
2700,BOA00662, 000,HUSSAIN MILLS LTD UNIT NO 2,FATIMA NAGAR Ada muhammad pur 35 km bahawalpur ROAD ,MULTAN,01-SEP-00,F
2701,BOA03450, 000,IDEAL COLLEGE OF SCIENCE & COMMERCE,"11-Y, SHAH RUKN-E-ALAM",MULTAN,01-JUL-18,F
2702,BOA00870, 000,IFTIKHAR OIL INDUSTRY,18-KASSI VEHARI ROAD ,MULTAN,01-OCT-02,F
2703,BOA01867, 000,IMRAN DAAL FACTORY,ADDA MUNIRABAD BAHAWALPUR ROAD,MULTAN,01-JUL-11,F
2704,BOA02603, 000,INDUS VELLY CRAFT,"NEAR BUDHLA ROAD,NEAR KOTHAYWALA",MULTAN,01-AUG-15,F
2705,BOA01148, 000,INEX CNG STATION,3-KM BAHAWALPUR ROAD ,MULTAN,01-OCT-09,F
2706,BOA00621, 000,INSAF SOLVANT PLANT,NEAR 9 KASSI VEHARI ROAD MULTAN PH:592406-8,MULTAN,07-NOV-98,F
2707,BOA01789, 000,INTEGRATED LOGISTIC SERVICES ,12-KM BAHAWALPUR ROAD NEAR ISLAMI RICE FACTORY,MULTAN,01-MAY-12,F
2708,BOA02914, 000,IQRA EDUCATION SYSTEM,"A BLOCK, SHAH RUKN-E-ALAM",MULTAN,01-JUL-14,F
2709,BOA01573, 000,ISLAMIC PUBLIC SCHOOL,370-F SHAH RUKN E ALAM COLONY MULTAN,MULTAN,01-JUL-10,F
2710,DNC00125,BO005,ISMAIL INDUSTRIES LTD (MULTAN DEPOT),"PARACHA SUGAR GODOWN, SHERSHAH BYPASS, OPPOSITE SAFIL FLOOR MILL, NAG SHAH CHOWK, MULTAN.",MULTAN,01-JAN-09,F
2711,BOA01512,BO002,ITALIAN PIZZA,14-Z SHOP#617/8 100 FOOT ROAD GULSHAN MARKET ,MULTAN,03-OCT-11,F
2712,BOA03518, 000,ITTEFAQ BROTHERS BRICKS CO,19 KASSI BUDHLA ROAD MULTAN,MULTAN,08-JUL-21,F
2713,BOA03918, 000,"J.V SA ENT, SARMIK PVT LTD, ANW ENT, BABAR & UMAR ","HOUSE NO 8/A, KHAYABAN E MOHSIN GHILZAI STREET MPS ROAD MULTAN",MULTAN,07-MAR-25,F
2714,BOA03459, 000,JADEED GROUP OF COMPANIES ,"CHOWK KUMHARA'N WALA, JINNAH MARKET",MULTAN,01-JUL-20,F
2715,BOA01297, 000,JALANDHAR KFC ,THANA CHOWK SHAH RUKEN ALAM COLONY ,MULTAN,01-JUL-09,F
2716,BOA03369, 000,JAMSHAID PAPER CONE (PVT) LTD,"MOUZA GUL MUHAMMAD WALA 18 KASSI LINK CANAL ROAD (SOUTH SIDE), VEHARI ROAD",MULTAN,01-OCT-21,F
2717,BOA02584, 000,JAVED HOTEL and restaurant,CHOWK BY PASS ROAD,MULTAN,01-JUL-16,F
2718,BOA02909, 000,JINNAH INSTITUTE OF HEALTH SCIENCES,"465 BLOCK C, OPPOSITE JINNAH PARK, SHAH RUKN-E-ALAM COLONY",MULTAN,01-JUL-17,F
2719,BOA02096, 000,JINNAH PETROLEUM SERVICE,100FT ROAD SSHAH RUKAN-E-ALAM COLONY MULTAN,ABBASPUR,01-JAN-14,F
2720,BOA03551, 000,JK SUGAR MILLS (PRIVATE) LIMITED (PEPSI MEHRAN),STADIUM ROAD VEHARI ROAD MULTAN,MULTAN,01-NOV-22,F
2721,BOA03144, 000,JUPITER GRAMMER HIGH SCHOOL,QASIMPUR BAHAWALPUR ROAD MULTAN,MULTAN,01-JAN-17,F
2722,BOA00640, 000,KAMRAN LUBRICENTS PVT LTD,16-KM VEHARI ROAD MOUZA SHER SINGH ,MULTAN,01-JUN-98,F
2723,BOA02645, 000,KAMRAN WOOD IND,"ADDA MUNIRABAD,BAHAWALPUR ROAD, MULTAN",MULTAN,01-JAN-16,F
2724,BOA02570, 000,KHALID PUBLIC SCHOOL,BASTI ALLAHBAD OPPOSITE ALI TOWN BWP ROAD,MULTAN,01-NOV-16,F
2725,BOA03685, 000,KHAN ENTERPRISES,"H NO. 4, ST NO. 8, BEHIND SABZI MANDI REHMAN PURA, ",MULTAN,01-JUL-22,F
2726,BOA03711, 000,KHOKHAR ENTERPRISES,"RANA TOWN, NEAR SABZI MANDI",MULTAN,01-JAN-23,F
2727,BOA02104, 000,KHYBER PK WOOD INDS,ADDA MUNIRABAD BAHAWALPUR ROAD,MULTAN,01-FEB-14,F
2728,BOA01284, 000,KIDS FOUNDIATION SCHOOL ( S R ALAM CAMPUS ),BLOCK 611-612 K SHAH RUKEN ALAM COLONY MULTAN ,MULTAN,01-JUL-08,F
2729,BOA01409, 000,KING EVA FOOTWEAR,NEW STADIUM ROAD,MULTAN,02-SEP-10,F
2730,BOA02631, 000,"KIPS PREPARATIONS PVT. LTD,","ANSARI CHOWK BLOCK-I SHAH RUKAN-E-ALAM COLONY,MULTAN",MULTAN,01-JAN-17,F
2731,BOA02580, 000,KIRAN FOOD INDUSTRY (NIMKO FACTORY),GREEN VIEW COLONY BCG CHOWK TOWARDS BAHAWALPUR BY PASS ROAD,MULTAN,01-JUL-14,F
2732,BOA03886, 000,KISSAN DOST CHEMICALS,"HOUSE NO 5, BLOC-E, SHAH RUKAN-E-ALAM COLONY MULTAN",MULTAN,01-MAR-25,F
2733,BOA02027, 000,LAEEQUE RAFIQ FOUNDATION,YAQOOB NAGAR BAHAWALPUR ROAD LAAR,MULTAN,01-JUL-12,F
2734,BOA02842, 000,LAHORI CLOTH SALE DEPOT,"MAIN 60 FT ROAD, Z-BLOCK, NEW MULTAN",MULTAN,01-MAR-18,F
2735,BOA03814, 000,LAROSE GROUP OF SCHOOLS,"MUJTABA CANAL VIEW COLONY, NEAR QASIM PUR COLONY,",MULTAN,01-JUL-20,F
2736,BOA00936, 000,LASANI FRIED CHICKEN,OLD CHUNGI NO 7 LMQ ROAD ,MULTAN,11-JUN-04,F
2737,BOA00712, 000,LASSANI PUBLIC SECONDARY SCHOOL,17 KASSI VEHARI ROAD ,MULTAN,01-MAR-02,F
2738,BOA01153, 000,LATEEF PETROLIUM SERVICE,17-KASSI VEHARI ROAD MULTAN,MULTAN,,F
2739,BOA00903, 000,LATIF PETROLIUM SERVICE,17-KASI MOUZA BAHANI ,MULTAN,01-DEC-03,F
2740,BOA02493, 000,LAUREATES GIRLS HIGH SCHOOL AYESHA CAMPUS,JINNAH PARK BLOCK-F SHAH RUKN E ALAM,MULTAN,01-JUL-15,F
2741,BOA01492, 000,LAUREATES GROUP OF SCHOOLS( BRANCH),KEEKAR STOP 28-29Y NEW MULTAN,MULTAN,01-JUL-10,F
2742,BOA02494, 000,LAUREATES SCHOOL SAVAIRA CAMPUS,Y-BLOCK SHAH RUKN E ALAM,MULTAN,01-JAN-15,F
2743,BOA00636, 000,LAYTON RAHMATULLAH BENEVOLENT TRUST,BAHAWALPUR ROAD ,MULTAN,01-FEB-99,F
2744,BOA02233, 000,LEADERSHIP GIRLS HIGH SCHOOL,239 A SHAH RUKNE ALAM COLONY,MULTAN,01-JUL-14,F
2745,BOA03826, 000,LMS SECURIY SERVICES PVT LTD,"875-K BLOCK SHAH RUKN E ALAM COLONY, ",MULTAN,01-JUN-24,F
2746,BOA02139, 000,M IMRAN INDUSTRIES,BEHIND WAPDA GRID STATION CHAH ROOMRI WALA MOUZA SEETLE MARI MULTAN,MULTAN,01-JUL-13,F
2747,BOA03571, 000,M. M. CORPORATION,GARDEZI MORE BAHAWALPUR ROAD MULTAN,MULTAN,01-DEC-22,F
2748,BOA01395, 000,M/S WATAN BUILDERS,VEHARI CHOWK NEAR OLD SALES TAX BUILDING,MULTAN,01-MAY-10,F
2749,BOA01497, 000,MADINA NON SHOP,GULSHAN MARKET NEW MULTAN,MULTAN,01-JUL-10,F
2750,BOA00871, 000,MADINA OIL MILLS,BAHAWALPUR ROAD NEAR AB GHEE MILLS ,MULTAN,17-SEP-03,F
2751,BOA02613, 000,MAGUARI TEXTILE,KOT RAB NAWAZ VEHARI ROAD (BEHIND GHAFFAR PETROLEUM) Multan,MULTAN,01-AUG-16,F
2752,BOA00521, 000,MAHMOOD AGRO INDUSTRIES PVT LTD,17 KASSI VEHARI ROAD ,MULTAN,01-DEC-94,F
2753,BOA01484, 000,MAKKAH NON SHOP,GULSHAN MARKET NEW MULTAN,MULTAN,01-JUL-10,F
2754,BOA03442, 000,MALIK AMIR CRISPO,"STREET ADJASCENT TO USTAD-E-ALAM INSTITUTE OF BLUE POTTERY, BWP ROAD",MULTAN,01-JUL-21,F
2755,BOA01316, 000,MALIK BROTHERS (PSO PUMP),ADDA GARDEZI MORE BAHAWALPUR ROAD,MULTAN,01-JUL-09,F
